Date,Close,High,Low,Open,Volume,Ticker,Target_Returns,Lag_1,Lag_2,Lag_3,MA7,MA21,Volatility
2025-12-26T00:00:00.000000,273.3999938964844,275.3699951171875,272.8599853515625,274.1600036621094,21521800,AAPL,-0.0014974020881821037,0.005323881205088086,0.005129660569795853,-0.009865941003961029,272.605712890625,276.9733319963728,1.057433309036545
2025-12-29T00:00:00.000000,273.760009765625,274.3599853515625,272.3500061035156,272.69000244140625,23715200,AAPL,0.0013168100847761374,-0.0014974020881821037,0.005323881205088086,0.005129660569795853,272.88000052315846,276.79285685221356,1.074587883588959
2025-12-30T00:00:00.000000,273.0799865722656,274.0799865722656,272.2799987792969,272.80999755859375,22139600,AAPL,-0.0024840121606569394,0.0013168100847761374,-0.0014974020881821037,0.005323881205088086,273.00714111328125,276.5180940173921,1.031114177056014
2025-12-31T00:00:00.000000,271.8599853515625,273.67999267578125,271.75,273.05999755859375,27293600,AAPL,-0.004467559984958011,-0.0024840121606569394,0.0013168100847761374,-0.0014974020881821037,272.7485656738281,275.98285493396577,1.0636193325867007
2026-01-02T00:00:00.000000,271.010009765625,277.8399963378906,269.0,272.260009765625,37838100,AAPL,-0.003126519648849142,-0.004467559984958011,-0.0024840121606569394,0.0013168100847761374,272.7542811802455,275.25999813988096,1.0525186436073204
2026-01-05T00:00:00.000000,267.260009765625,271.510009765625,266.1400146484375,270.6400146484375,45647200,AAPL,-0.013837127282653053,-0.003126519648849142,-0.004467559984958011,-0.0024840121606569394,272.0257132393973,274.4557131812686,2.343880096365255
2026-01-06T00:00:00.000000,262.3599853515625,267.54998779296875,262.1199951171875,267.0,52352100,AAPL,-0.018334297070330876,-0.013837127282653053,-0.003126519648849142,-0.004467559984958011,270.38999720982144,273.5823785691034,4.172854738283322
2026-01-07T00:00:00.000000,260.3299865722656,263.67999267578125,259.80999755859375,263.20001220703125,48309800,AAPL,-0.007737455757884251,-0.018334297070330876,-0.013837127282653053,-0.003126519648849142,268.5228533063616,272.7038065592448,5.35749396455263
2026-01-08T00:00:00.000000,259.0400085449219,259.2900085449219,255.6999969482422,257.0199890136719,50419300,AAPL,-0.004955164959399181,-0.007737455757884251,-0.018334297070330876,-0.013837127282653053,266.4199959891183,271.80618722098217,5.827505529745474
2026-01-09T00:00:00.000000,259.3699951171875,260.2099914550781,256.2200012207031,259.0799865722656,39952300,AAPL,0.0012738826489360612,-0.004955164959399181,-0.007737455757884251,-0.018334297070330876,264.46142578125,270.9580920991443,5.511412116506624
