Date,Close,High,Low,Open,Volume
2025-11-26T00:00:00.000000000,277.54998779296875,279.5299987792969,276.6300048828125,276.9599914550781,33431400
2025-11-28T00:00:00.000000000,278.8500061035156,279.0,275.989990234375,277.260009765625,20135600
2025-12-01T00:00:00.000000000,283.1000061035156,283.4200134277344,276.1400146484375,278.010009765625,46587700
2025-12-02T00:00:00.000000000,286.19000244140625,287.3999938964844,282.6300048828125,283.0,53669500
2025-12-03T00:00:00.000000000,284.1499938964844,288.6199951171875,283.29998779296875,286.20001220703125,43538700
2025-12-04T00:00:00.000000000,280.70001220703125,284.7300109863281,278.5899963378906,284.1000061035156,43989100
2025-12-05T00:00:00.000000000,278.7799987792969,281.1400146484375,278.04998779296875,280.5400085449219,47265800
2025-12-08T00:00:00.000000000,277.8900146484375,279.6700134277344,276.1499938964844,278.1300048828125,38211800
2025-12-09T00:00:00.000000000,277.17999267578125,280.0299987792969,276.9200134277344,278.1600036621094,32193300
2025-12-10T00:00:00.000000000,278.7799987792969,279.75,276.44000244140625,277.75,33038300
2025-12-11T00:00:00.000000000,278.0299987792969,279.5899963378906,273.80999755859375,279.1000061035156,33248000
2025-12-12T00:00:00.000000000,278.2799987792969,279.2200012207031,276.82000732421875,277.8999938964844,39532900
2025-12-15T00:00:00.000000000,274.1099853515625,280.1499938964844,272.8399963378906,280.1499938964844,50409100
2025-12-16T00:00:00.000000000,274.6099853515625,275.5,271.7900085449219,272.82000732421875,37648600
2025-12-17T00:00:00.000000000,271.8399963378906,276.1600036621094,271.6400146484375,275.010009765625,50138700
2025-12-18T00:00:00.000000000,272.19000244140625,273.6300048828125,266.95001220703125,273.6099853515625,51630700
2025-12-19T00:00:00.000000000,273.6700134277344,274.6000061035156,269.8999938964844,272.1499938964844,144632000
2025-12-22T00:00:00.000000000,270.9700012207031,273.8800048828125,270.510009765625,272.8599853515625,36571800
2025-12-23T00:00:00.000000000,272.3599853515625,272.5,269.55999755859375,270.8399963378906,29642000
2025-12-24T00:00:00.000000000,273.80999755859375,275.42999267578125,272.20001220703125,272.3399963378906,17910600
2025-12-26T00:00:00.000000000,273.3999938964844,275.3699951171875,272.8599853515625,274.1600036621094,21521800
2025-12-29T00:00:00.000000000,273.760009765625,274.3599853515625,272.3500061035156,272.69000244140625,23715200
2025-12-30T00:00:00.000000000,273.0799865722656,274.0799865722656,272.2799987792969,272.80999755859375,22139600
2025-12-31T00:00:00.000000000,271.8599853515625,273.67999267578125,271.75,273.05999755859375,27293600
2026-01-02T00:00:00.000000000,271.010009765625,277.8399963378906,269.0,272.260009765625,37838100
2026-01-05T00:00:00.000000000,267.260009765625,271.510009765625,266.1400146484375,270.6400146484375,45647200
2026-01-06T00:00:00.000000000,262.3599853515625,267.54998779296875,262.1199951171875,267.0,52352100
2026-01-07T00:00:00.000000000,260.3299865722656,263.67999267578125,259.80999755859375,263.20001220703125,48309800
2026-01-08T00:00:00.000000000,259.0400085449219,259.2900085449219,255.6999969482422,257.0199890136719,50419300
2026-01-09T00:00:00.000000000,259.3699951171875,260.2099914550781,256.2200012207031,259.0799865722656,39952300
