Date,Close,High,Low,Open,Volume
2025-11-26T00:00:00.000000000,180.2499542236328,182.8998157763143,178.2300777211247,181.61988829154,183852000
2025-11-28T00:00:00.000000000,176.99014282226562,179.28000857805475,176.49017066740046,179.0000253919654,121332800
2025-12-01T00:00:00.000000000,179.9099884033203,180.28997214473748,173.67033006996684,174.75027181562072,188131000
2025-12-02T00:00:00.000000000,181.4499053955078,185.6496685428864,179.98997995570696,181.74987648908228,182632200
2025-12-03T00:00:00.000000000,179.5800018310547,182.43984327721986,179.1000328161426,181.06992440272873,165138000
2025-12-04T00:00:00.000000000,183.3800048828125,184.52000427246094,179.9600067138672,181.6199951171875,167364900
2025-12-05T00:00:00.000000000,182.41000366210938,184.66000366210938,180.91000366210938,183.88999938964844,143971100
2025-12-08T00:00:00.000000000,185.5500030517578,188.0,182.39999389648438,182.63999938964844,204378100
2025-12-09T00:00:00.000000000,184.97000122070312,185.72000122070312,183.32000732421875,185.55999755859375,144719700
2025-12-10T00:00:00.000000000,183.77999877929688,185.47999572753906,182.0399932861328,184.97000122070312,162785400
2025-12-11T00:00:00.000000000,180.92999267578125,181.32000732421875,176.6199951171875,180.27999877929688,182136600
2025-12-12T00:00:00.000000000,175.02000427246094,182.82000732421875,174.6199951171875,181.11000061035156,204274900
2025-12-15T00:00:00.000000000,176.2899932861328,178.4199981689453,175.02999877929688,177.94000244140625,164775600
2025-12-16T00:00:00.000000000,177.72000122070312,178.49000549316406,174.89999389648438,176.25999450683594,148588100
2025-12-17T00:00:00.000000000,170.94000244140625,176.1300048828125,170.30999755859375,176.10000610351562,222775500
2025-12-18T00:00:00.000000000,174.13999938964844,176.14999389648438,171.82000732421875,174.52999877929688,176096000
2025-12-19T00:00:00.000000000,180.99000549316406,181.4499969482422,176.33999633789062,176.6699981689453,324925900
2025-12-22T00:00:00.000000000,183.69000244140625,184.16000366210938,182.35000610351562,183.9199981689453,129064400
2025-12-23T00:00:00.000000000,189.2100067138672,189.3300018310547,182.89999389648438,182.97000122070312,174873600
2025-12-24T00:00:00.000000000,188.61000061035156,188.91000366210938,186.58999633789062,187.94000244140625,65528500
2025-12-26T00:00:00.000000000,190.52999877929688,192.69000244140625,188.0,189.9199981689453,139740300
2025-12-29T00:00:00.000000000,188.22000122070312,188.75999450683594,185.91000366210938,187.7100067138672,120006100
2025-12-30T00:00:00.000000000,187.5399932861328,188.99000549316406,186.92999267578125,188.24000549316406,97687300
2025-12-31T00:00:00.000000000,186.5,190.55999755859375,186.49000549316406,189.57000732421875,120100500
2026-01-02T00:00:00.000000000,188.85000610351562,192.92999267578125,188.25999450683594,189.83999633789062,148240500
2026-01-05T00:00:00.000000000,188.1199951171875,193.6300048828125,186.14999389648438,191.75999450683594,183529700
2026-01-06T00:00:00.000000000,187.24000549316406,192.1699981689453,186.82000732421875,190.52000427246094,176862600
2026-01-07T00:00:00.000000000,189.11000061035156,191.3699951171875,186.55999755859375,188.57000732421875,153543200
2026-01-08T00:00:00.000000000,185.0399932861328,189.5500030517578,183.7100067138672,189.11000061035156,172457000
2026-01-09T00:00:00.000000000,184.86000061035156,186.33999633789062,183.6699981689453,185.0800018310547,131072000
