Date,Close,High,Low,Open,Volume
2025-12-13T00:00:00.000000000,90298.7109375,90647.5703125,89800.9921875,90257.796875,64237748110
2025-12-14T00:00:00.000000000,88175.1796875,90498.109375,87634.9375,90296.4375,50465972205
2025-12-15T00:00:00.000000000,86419.78125,89983.921875,85304.078125,88171.078125,45559514323
2025-12-16T00:00:00.000000000,87843.984375,88170.09375,85381.6875,86424.40625,41262178223
2025-12-17T00:00:00.000000000,86143.7578125,90264.5703125,85316.265625,87847.6171875,44243392914
2025-12-18T00:00:00.000000000,85462.5078125,89412.6640625,84436.3125,86144.3671875,52667115348
2025-12-19T00:00:00.000000000,88103.3828125,89339.1171875,85107.6640625,85476.1328125,46733310561
2025-12-20T00:00:00.000000000,88344.0,88497.203125,87924.875,88101.671875,14688196659
2025-12-21T00:00:00.000000000,88621.75,89027.953125,87613.203125,88344.703125,19845522660
2025-12-22T00:00:00.000000000,88490.015625,90501.9296875,87908.0703125,88621.3984375,38047472118
2025-12-23T00:00:00.000000000,87414.0,88898.3828125,86606.9765625,88490.03125,43683011533
2025-12-24T00:00:00.000000000,87611.9609375,87956.8828125,86411.796875,87404.3203125,25550297986
2025-12-25T00:00:00.000000000,87234.7421875,88501.7890625,86949.2578125,87608.3203125,19953216347
2025-12-26T00:00:00.000000000,87301.4296875,89459.4296875,86628.140625,87235.5078125,42455674908
2025-12-27T00:00:00.000000000,87802.15625,87874.78125,87182.9765625,87301.4296875,13741199310
2025-12-28T00:00:00.000000000,87835.8359375,87986.890625,87394.953125,87799.34375,15156557929
2025-12-29T00:00:00.000000000,87138.140625,90299.15625,86717.9140625,87835.7890625,48411625849
2025-12-30T00:00:00.000000000,88430.1328125,89297.9375,86735.546875,87134.3515625,35586356225
2025-12-31T00:00:00.000000000,87508.828125,89080.2890625,87130.5625,88429.5859375,33830210616
2026-01-01T00:00:00.000000000,88731.984375,88803.2265625,87399.40625,87508.046875,18849043990
2026-01-02T00:00:00.000000000,89944.6953125,90884.4609375,88298.6171875,88733.0625,46398906171
2026-01-03T00:00:00.000000000,90603.1875,90679.5703125,89328.0703125,89945.0546875,20774828592
2026-01-04T00:00:00.000000000,91413.4921875,91712.5859375,90595.1015625,90603.0,26770491368
2026-01-05T00:00:00.000000000,93882.5546875,94762.0703125,91414.625,91414.625,53376407252
2026-01-06T00:00:00.000000000,93729.03125,94395.296875,91286.546875,93876.9453125,52430605257
2026-01-07T00:00:00.000000000,91308.0546875,93738.7890625,90601.8046875,93727.46875,43461295053
2026-01-08T00:00:00.000000000,91027.125,91485.8515625,89233.875,91309.640625,42386697030
2026-01-09T00:00:00.000000000,90513.1015625,91910.671875,89625.3828125,91026.2734375,38305906684
2026-01-11T00:00:00.000000000,90469.71875,90539.046875,90340.71875,90385.625,12133392384
